index,value
0,118
1,6
2,130
3,116
4,127
5,52
6,21
7,66
8,158
9,23
10,176
11,6
12,119
13,121
14,179
15,253
16,179
17,4
18,94
19,170
20,81
21,214
22,104
23,15
24,5
25,197
26,20
27,165
28,12
29,67
30,199
31,63
32,247
33,104
34,179
35,37
36,83
37,130
38,125
39,40
40,198
41,233
42,184
43,65
44,166
45,241
46,229
47,252
48,90
49,143
50,104
51,18
52,244
53,198
54,79
55,121
56,40
57,103
58,149
59,223
60,203
61,240
62,79
63,44
64,83
65,112
66,99
67,245
68,200
69,199
70,30
71,197
72,133
73,45
74,99
75,161
76,41
77,96
78,57
79,85
80,35
81,10
82,225
83,150
84,189
85,6
86,212
87,142
88,38
89,95
90,254
91,138
92,244
93,192
94,74
95,84
96,88
97,169
98,190
99,48
100,147
101,216
102,127
103,82
104,17
105,24
106,91
107,148
108,61
109,218
110,139
111,209
112,245
113,172
114,230
115,61
116,223
117,198
118,41
119,220
120,87
121,212
122,1
123,22
124,95
125,173
126,51
127,206
128,38
129,135
130,163
131,162
132,139
133,110
134,10
135,47
136,174
137,233
138,172
139,136
140,4
141,79
142,83
143,195
144,29
145,37
146,25
147,127
148,158
149,144
150,47
151,72
152,217
153,253
154,42
155,67
156,36
157,35
158,160
159,78
160,185
161,139
162,7
163,76
164,118
165,166
166,100
167,177
168,244
169,64
170,193
171,94
172,183
173,99
174,91
175,190
176,255
177,46
178,52
179,111
180,132
181,245
182,95
183,138
184,47
185,16
186,30
187,227
188,213
189,217
190,129
191,181
192,176
193,3
194,75
195,231
196,188
197,199
198,154
199,49
200,82
201,82
202,200
203,162
204,201
205,103
206,24
207,23
208,36
209,166
210,8
211,109
212,154
213,9
214,228
215,220
216,5
217,54
218,247
219,133
220,32
221,194
222,249
223,65
224,28
225,119
226,23
227,222
228,114
229,45
230,108
231,99
232,83
233,51
234,93
235,16
236,209
237,71
238,199
239,91
240,161
241,15
242,139
243,89
244,148
245,30
246,97
247,212
248,80
249,216
250,51
251,66
252,235
253,157
254,202
255,222
256,242
257,66
258,123
259,125
260,61
261,79
262,205
263,243
264,170
265,32
266,106
267,16
268,141
269,233
270,36
271,30
272,119
273,61
274,32
275,211
276,178
277,23
278,97
279,46
280,50
281,195
282,10
283,170
284,59
285,26
286,98
287,13
