index,value
0,1023
1,1023
2,1023
3,1023
4,1023
5,1023
6,1023
7,1023
8,1023
9,1023
10,1023
11,1023
12,1023
13,1023
14,1023
15,1023
16,1023
17,1023
18,1023
19,1023
20,1023
21,1023
22,1023
23,1023
24,1023
25,1023
26,1023
27,1023
28,1023
29,1023
30,1023
31,1023
32,1023
33,1023
34,1023
35,1023
36,1023
37,1023
38,1023
39,1023
40,1023
41,1023
42,1023
43,1023
44,1023
45,1023
46,1023
47,1023
48,1023
49,1023
50,1023
51,1023
52,1023
53,1023
54,1023
55,1023
56,1023
57,1023
58,1023
59,1023
60,1023
61,1023
62,1023
63,1023
64,1023
65,1023
66,1023
67,1023
68,1023
69,1023
70,1023
71,1023
72,1023
73,1023
74,1023
75,1023
76,1023
77,1023
78,1023
79,1023
80,1023
81,1023
82,1023
83,1023
84,1023
85,1023
86,1023
87,1023
88,1023
89,1023
90,1023
91,1023
92,1023
93,1023
94,1023
95,1023
96,1023
97,1023
98,1023
99,1023
100,1023
101,1023
102,1023
103,1023
104,1023
105,1023
106,1023
107,1022
108,1022
109,1022
110,1022
111,1022
112,1022
113,1022
114,1022
115,1022
116,1022
117,1022
118,1022
119,1022
120,1022
121,1022
122,1022
123,1022
124,1022
125,1022
126,1022
127,1022
128,1022
129,1022
130,1022
131,1022
132,1022
133,1022
134,1022
135,1022
136,1022
137,1022
138,1022
139,1022
140,1022
141,1022
142,1022
143,1022
144,1022
145,1022
146,1022
147,1022
148,1022
149,1022
150,1022
151,1022
152,1022
153,1022
154,1022
155,1022
156,1022
157,1022
158,1022
159,1022
160,1022
161,1022
162,1022
163,1022
164,1022
165,1022
166,1022
167,1022
168,1022
169,1022
170,1022
171,1022
172,1022
173,1022
174,1022
175,1022
176,1022
177,1022
178,1022
179,1022
180,1022
181,1022
182,1022
183,1022
184,1022
185,1022
186,1022
187,1022
188,1022
189,1022
190,1022
191,1022
192,1022
193,1022
194,1022
195,1022
196,1022
197,1022
198,1022
199,1021
200,1021
201,1021
202,1021
203,1021
204,1021
205,1021
206,1021
207,1021
208,1021
209,1021
210,1021
211,1021
212,1021
213,1021
214,1021
215,1021
216,1021
217,1021
218,1021
219,1021
220,1021
221,1021
222,1021
223,1021
224,1021
225,1021
226,1021
227,1021
228,1021
229,1021
230,1021
231,1021
232,1021
233,1021
234,1021
235,1021
236,1021
237,1021
238,1021
239,1021
240,1021
241,1021
242,1021
243,1021
244,1021
245,1021
246,1021
247,1021
248,1021
249,1021
250,1021
251,1021
252,1021
253,1021
254,1021
255,1021
256,1021
257,1021
258,1021
259,1021
260,1021
261,1021
262,1021
263,1021
264,1021
265,1021
266,1021
267,1021
268,1021
269,1021
270,1021
271,1021
272,1021
273,1021
274,1021
275,1021
276,1021
277,1021
278,1021
279,1021
280,1021
281,1021
282,1021
283,1021
284,1021
285,1021
286,1021
287,1021
288,1021
289,1021
290,1021
291,1021
292,1021
293,1021
294,1021
295,1020
296,1020
297,1020
298,1020
299,1020
300,1020
301,1020
302,1020
303,1020
304,1020
305,1020
306,1020
307,1020
308,1020
309,1020
310,1020
311,1020
312,1020
313,1020
314,1020
315,1020
316,1020
317,1020
318,1020
319,1020
320,1020
321,1020
322,1020
323,1020
324,1020
325,1020
326,1020
327,1020
328,1020
329,1020
330,1020
331,1020
332,1020
333,1020
334,1020
335,1020
336,1020
337,1020
338,1020
339,1020
340,1020
341,1020
342,1020
343,1020
344,1020
345,1020
346,1020
347,1020
348,1020
349,1020
350,1020
351,1020
352,1020
353,1020
354,1020
355,1020
356,1020
357,1020
358,1020
359,1020
360,1020
361,1020
362,1020
363,1020
364,1020
365,1020
366,1020
367,1020
368,1020
369,1020
370,1020
371,1020
372,1020
373,1020
374,1020
375,1020
376,1019
377,1019
378,1019
379,1019
380,1019
381,1019
382,1019
383,1019
384,1019
385,1019
386,1019
387,1019
388,1019
389,1019
390,1019
391,1019
392,1019
393,1019
394,1019
395,1019
396,1019
397,1019
398,1019
399,1019
400,1019
401,1019
402,1019
403,1019
404,1019
405,1019
406,1019
407,1019
408,1019
409,1019
410,1019
411,1019
412,1019
413,1019
414,1019
415,1019
416,1019
417,1019
418,1019
419,1019
420,1019
421,1019
422,1019
423,1019
424,1019
425,1019
426,1019
427,1019
428,1019
429,1019
430,1019
431,1019
432,1019
433,1019
434,1019
435,1019
436,1019
437,1019
438,1019
439,1019
440,1019
441,1019
442,1019
443,1019
444,1019
445,1019
446,1019
447,1019
448,1019
449,1019
450,1019
451,1019
452,1019
453,1019
454,1019
455,1019
456,1019
457,1019
458,1019
459,1019
460,1019
461,1019
462,1019
463,1019
464,1019
465,1018
466,1018
467,1018
468,1018
469,1018
470,1018
471,1018
472,1018
473,1018
474,1018
475,1018
476,1018
477,1018
478,1018
479,1018
480,1018
481,1018
482,1018
483,1018
484,1018
485,1018
486,1018
487,1018
488,1018
489,1018
490,1018
491,1018
492,1018
493,1018
494,1018
495,1018
496,1018
497,1018
498,1018
499,1018
500,1018
501,1018
502,1018
503,1018
504,1018
505,1018
506,1018
507,1018
508,1018
509,1018
510,1018
511,1018
512,1018
513,1018
514,1018
515,1018
516,1018
517,1018
518,1018
519,1018
520,1018
521,1018
522,1018
523,1018
524,1018
525,1018
526,1018
527,1018
528,1018
529,1018
530,1018
531,1018
532,1018
533,1018
534,1018
535,1018
536,1018
537,1018
538,1018
539,1018
540,1018
541,1018
542,1018
543,1018
544,1018
545,1018
546,1018
547,1018
548,1018
549,1018
550,1018
551,1018
552,1018
553,1018
554,1018
555,1018
556,1018
557,1017
558,1017
559,1017
560,1017
561,1017
562,1017
563,1017
564,1017
565,1017
566,1017
567,1017
568,1017
569,1017
570,1017
571,1017
572,1017
573,1017
574,1017
575,1017
576,1017
577,1017
578,1017
579,1017
580,1017
581,1017
582,1017
583,1017
584,1017
585,1017
586,1017
587,1017
588,1017
589,1017
590,1017
591,1017
592,1017
593,1017
594,1017
595,1017
596,1017
597,1017
598,1017
599,1017
600,1017
601,1017
602,1017
603,1017
604,1017
605,1017
606,1017
607,1017
608,1017
609,1017
610,1017
611,1017
612,1017
613,1017
614,1017
615,1017
616,1017
617,1017
618,1017
619,1017
620,1017
621,1017
622,1017
623,1017
624,1017
625,1017
626,1017
627,1017
628,1017
629,1017
630,1017
631,1017
632,1017
633,1017
634,1017
635,1017
636,1017
637,1017
638,1017
639,1017
640,1017
641,1017
642,1017
643,1017
644,1017
645,1017
646,1017
647,1017
648,1017
649,1017
650,1017
651,1017
652,1017
653,1017
654,1017
655,1017
656,1017
657,1017
658,1017
659,1017
660,1016
661,1016
662,1016
663,1016
664,1016
665,1016
666,1016
667,1016
668,1016
669,1016
670,1016
671,1016
672,1016
673,1016
674,1016
675,1016
676,1016
677,1016
678,1016
679,1016
680,1016
681,1016
682,1016
683,1016
684,1016
685,1016
686,1016
687,1016
688,1016
689,1016
690,1016
691,1016
692,1016
693,1016
694,1016
695,1016
696,1016
697,1016
698,1016
699,1016
700,1016
701,1016
702,1016
703,1016
704,1016
705,1016
706,1016
707,1016
708,1016
709,1016
710,1016
711,1016
712,1016
713,1016
714,1016
715,1016
716,1016
717,1016
718,1016
719,1016
720,1016
721,1016
722,1016
723,1016
724,1016
725,1016
726,1016
727,1016
728,1016
729,1016
730,1016
731,1016
732,1016
733,1016
734,1016
735,1016
736,1016
737,1016
738,1016
739,1016
740,1016
741,1016
742,1016
743,1016
744,1016
745,1016
746,1016
747,1016
748,1016
749,1016
750,1016
751,1015
752,1015
753,1015
754,1015
755,1015
756,1015
757,1015
758,1015
759,1015
760,1015
761,1015
762,1015
763,1015
764,1015
765,1015
766,1015
767,1015
768,1015
769,1015
770,1015
771,1015
772,1015
773,1015
774,1015
775,1015
776,1015
777,1015
778,1015
779,1015
780,1015
781,1015
782,1015
783,1015
784,1015
785,1015
786,1015
787,1015
788,1015
789,1015
790,1015
791,1015
792,1015
793,1015
794,1015
795,1015
796,1015
797,1015
798,1015
799,1015
800,1015
801,1015
802,1015
803,1015
804,1015
805,1015
806,1015
807,1015
808,1015
809,1015
810,1015
811,1015
812,1015
813,1015
814,1015
815,1015
816,1015
817,1015
818,1015
819,1015
820,1015
821,1015
822,1015
823,1015
824,1015
825,1015
826,1015
827,1015
828,1015
829,1015
830,1015
831,1015
832,1015
833,1015
834,1015
835,1015
836,1015
837,1015
838,1015
839,1015
840,1015
841,1015
842,1015
843,1015
844,1015
845,1015
846,1015
847,1015
848,1015
849,1015
850,1015
851,1015
852,1015
853,1014
854,1014
855,1014
856,1014
857,1014
858,1014
859,1014
860,1014
861,1014
862,1014
863,1014
864,1014
865,1014
866,1014
867,1014
868,1014
869,1014
870,1014
871,1014
872,1014
873,1014
874,1014
875,1014
876,1014
877,1014
878,1014
879,1014
880,1014
881,1014
882,1014
883,1014
884,1014
885,1014
886,1014
887,1014
888,1014
889,1014
890,1014
891,1014
892,1014
893,1014
894,1014
895,1014
896,1014
897,1014
898,1014
