index,value
0,19
1,45
2,12
3,10
4,569
5,23
6,40
7,44
8,14
9,9
10,1
11,16
12,20
13,11
14,34
15,33
16,29
17,13
18,8
19,904
20,23
21,31
22,28
23,46
24,40
25,279
26,16
27,48
28,26
29,35
30,34
31,28
32,982
33,17
34,41
35,39
36,17
37,910
38,30
39,813
40,29
41,31
42,925
43,35
44,24
45,18
46,32
47,2
48,37
49,755
50,724
51,12
52,30
53,75
54,228
55,19
56,41
57,34
58,835
59,26
60,134
61,20
62,1
63,33
64,37
65,31
66,10
67,443
68,41
69,48
70,19
71,32
72,12
73,37
74,4
75,21
76,21
77,27
78,20
79,263
80,38
81,14
82,186
83,121
84,8
85,26
86,47
87,25
88,7
89,12
90,236
91,43
92,44
93,27
94,46
95,9
96,21
97,33
98,3
99,11
100,12
101,24
102,9
103,24
104,8
105,0
106,11
107,18
108,90
109,19
110,22
111,9
112,36
113,33
114,43
115,6
116,27
117,18
118,14
119,34
120,29
121,446
122,47
123,28
124,49
125,549
126,1
127,46
128,32
129,16
130,949
131,27
132,29
133,15
134,10
135,23
136,55
137,7
138,11
139,47
140,23
141,37
142,392
143,5
144,7
145,50
146,448
147,11
148,28
149,217
150,26
151,1
152,21
153,10
154,195
155,979
156,3
157,39
158,31
159,38
160,24
161,41
162,37
163,18
164,25
165,42
166,210
167,49
168,395
169,32
170,34
171,35
172,4
173,26
174,36
175,11
176,2
177,821
178,40
179,19
180,13
181,35
182,7
183,9
184,454
185,4
186,49
187,11
188,36
189,10
190,39
191,46
192,7
193,283
194,31
195,16
196,49
197,38
198,0
199,18
200,29
201,568
202,40
203,41
204,40
205,30
206,14
207,282
208,16
209,1005
210,5
211,553
212,828
213,16
214,227
215,261
216,40
217,47
218,25
219,44
220,844
221,116
222,23
223,357
224,46
225,11
226,35
227,30
228,27
229,10
230,1000
231,7
232,5
233,43
234,11
235,37
236,28
237,11
238,3
239,1
240,25
241,927
242,0
243,33
244,7
245,40
246,11
247,39
248,12
249,561
250,499
251,1000
252,91
253,25
254,486
255,33
256,36
257,21
258,35
259,49
260,13
261,26
262,35
263,8
264,745
265,501
266,13
267,4
268,7
269,0
270,50
271,20
272,43
273,16
274,2
275,0
276,35
277,29
278,18
279,1
280,41
281,30
282,25
283,14
284,34
285,41
286,23
287,3
288,4
289,50
290,41
291,14
292,724
293,22
294,19
295,2
296,46
297,5
298,20
299,32
300,25
301,32
302,10
303,32
304,27
305,27
306,45
307,101
308,841
309,118
310,41
311,37
312,14
313,34
314,192
315,49
316,384
317,199
318,398
319,5
320,45
321,19
322,11
323,44
324,201
325,1
326,10
327,47
328,40
329,34
330,1
331,32
332,8
333,43
334,36
335,44
336,11
337,21
338,873
339,635
340,34
341,38
342,15
343,20
344,113
345,49
346,25
347,22
348,14
349,41
350,33
351,33
352,44
353,14
354,598
355,3
356,48
357,15
358,509
359,33
360,6
361,16
362,40
363,34
364,1007
365,6
366,10
367,24
368,693
369,9
370,42
371,13
372,18
373,38
374,43
375,1000
376,961
377,517
378,15
379,46
380,14
381,32
382,24
383,46
384,36
385,27
386,577
387,505
388,15
389,23
390,14
391,10
392,24
393,504
394,43
395,524
396,343
397,23
398,38
399,35
400,23
401,26
402,48
403,877
404,19
405,16
406,46
407,623
408,40
409,6
410,5
411,0
412,0
413,14
414,0
415,467
416,110
417,25
418,437
419,47
420,1
421,43
422,31
423,32
424,0
425,29
426,31
427,15
428,45
429,10
430,44
431,44
432,786
433,0
434,6
435,48
436,631
437,7
438,28
439,31
440,39
441,10
442,892
443,38
444,14
445,23
446,11
447,29
448,30
449,599
450,71
451,10
452,4
453,588
454,50
455,35
456,36
457,39
458,28
459,911
460,10
461,44
462,23
463,47
464,22
465,7
466,324
467,10
468,485
469,26
470,4
471,4
472,36
473,24
474,43
475,22
476,48
477,43
478,16
479,2
480,2
481,36
482,733
483,33
484,18
485,50
486,79
487,43
488,24
489,18
490,37
491,15
492,219
493,21
494,5
495,42
496,4
497,562
498,0
499,742
500,25
501,28
502,3
503,21
504,29
505,626
506,37
507,6
508,621
509,43
510,14
511,31
512,414
513,6
514,23
515,9
516,181
517,7
518,765
519,541
520,8
521,897
522,4
523,5
524,27
525,27
526,571
527,26
528,37
529,23
530,47
531,20
532,27
533,22
534,29
535,3
536,27
537,693
538,28
539,447
540,73
541,25
542,44
543,25
544,0
545,48
546,40
547,23
548,32
549,42
550,12
551,7
552,28
553,389
554,473
555,842
556,29
557,49
558,46
559,206
560,5
561,914
562,24
563,16
564,48
565,15
566,4
567,415
568,18
569,24
570,34
571,224
572,22
573,14
574,12
575,773
576,50
577,23
578,11
579,807
580,11
581,9
582,2
583,158
584,9
585,46
586,28
587,33
588,24
589,7
590,501
591,30
592,914
593,36
594,5
595,24
596,40
597,11
598,365
599,43
600,27
601,7
602,44
603,13
604,17
605,44
606,38
607,40
608,453
609,8
610,805
611,21
612,17
613,31
614,13
615,17
616,37
617,36
618,34
619,6
620,48
621,12
622,30
623,37
624,311
625,16
626,21
627,463
628,5
629,21
630,26
631,42
632,894
633,835
634,12
635,26
636,7
637,27
638,47
